Passage_ID,passage,original_id
565747_21_39,"By citing her as a source, he’d endorsed her outdated, distorted
definition of rape. We know that acquaintance rape is far more common
than stranger rape. When we undercut the severity of acquaintance rape, or
drunk rape that happens at parties, healing becomes largely delayed, the
recovery process butchered, the predator undeterred. Brock’s mother wrote, My first thought upon wakening every morning is
“this isn’t real, this can’t be real. Why him? Why HIM? WHY? WHY?” I
have never wondered why me. The only thing running through my head
when my sister picked me up that morning was, Thank God me. Thank God

me and not her, not Julia, not an eighteen-year-old who would’ve had to
forgo her schooling.",Know_My_Name_21_39
917330_27_16,"You said you’d found more cases.”
“I’ve found three other women who were murdered under such similarly strange circumstances and they could have
been on Harriet’s list. The first is a young woman named Liv Gustavsson. She was twenty-two and lived in Farsta. She
was a horse-loving girl—she rode in competitions and was quite a promising talent. She also owned a small pet shop
with her sister. She was found in the shop. She had worked late on the bookkeeping and was there alone. She must
have let the killer in voluntarily. She was raped and strangled to death.”
“That doesn’t sound quite like Harriet’s list, does it?”
“Not exactly, if it weren’t for one thing. The killer concluded his barbarities by shoving a parakeet up her vagina and
then let all the animals out into the shop.",The_Girl_With_The_Dragon_Tattoo_27_16
340849_4_66,"And the
fact that he was jacking off in bed is pure coincidence. You can't take a guy that
the whole community knows as a good guy and convince anyone that he raped
his daughter and she shot him in self-defense. As a matter of fact, I talked to his
partner today, and he said pretty much the same thing I did. I
didn't share the evidence with him, but I asked him what he thought must
have happened. The idea that John Adams would do anything to harm his child,
and I didn't even say what you thought it might have been, horrified him. He said
the guy adored his wife, and his kid. He said he lived for them, never cheated on
his wife, spent every night with them, and was devoted to his wife till the day
she died. He said that the kid was always a little strange, very unfriendly and
withdrawn, didn't have many friends. And wasn't that keen on her father.""
""There goes your theory that she was out with her boyfriend.""
""She doesn't have to have a regular to go out and give it away for half an
hour, does she?""

""You just don't see it, do you?"" Molly said angrily. How could he be so blind and stubborn?",malice_4_66
917330_19_6,"Then she took two more sleeping pills and went back to bed. She did not feel like getting up until Tuesday. She went out and bought a big box of Billy’s Pan Pizza, stuck two of
them in the microwave, and filled a thermos with coffee. She spent that night on the Internet, reading articles and
theses on the psychopathology of sadism. She found one article published by a women’s group in the United States in which the author claimed that the sadist
chose his “relationships” with almost intuitive precision; the sadist’s best victim was the one who voluntarily went to
him because she did not think she had any choice. The sadist specialised in people who were in a position of
dependence. Advokat Bjurman had chosen her as a victim. That told her something about the way she was viewed by other people. On Friday, a week after the second rape, she walked from her apartment to a tattoo parlour in the Hornstull district. She had made an appointment, and there were no other customers in the shop.",The_Girl_With_The_Dragon_Tattoo_19_6
630140_30_10,"At least you saved us a long trip with
disappointment at the end.”
“You mean you believe him? Just like that? He tells you a big story and
you just … you buy it?”
“Harold, why would he lie? For what gain?”
“Well, how do I know what he’s got on his mind?” Harold asked
truculently. “Murder, could be. Or rape.”
“I don’t believe in rape myself,” Stu said mildly. “Maybe you know
something about it I don’t.”
“Stop it,” Fran said. “Harold, won’t you try not to be so awful?”
“Awful?” Harold shouted. “I’m trying to watch out for you—us—and
that’s so bloodydamn awful?”
“Look,” Stu said, and brushed his sleeve up. On the inside of his elbow
were several healing needle marks and the last remains of a discolored
bruise.",The_Stand_30_10
340849_4_30,"""Because if you don't tell someone, Grace, you could end up in prison for a
lot of years, and that's wrong if you were trying to defend yourself. What did he
do to you, Grace, to make you shoot him?""
""I don't know. Maybe I was just upset about my mother."" She was squirming
in her seat, and looked away as she said it. ""Did he rape you?"" Grace's eyes opened wide and she looked at her at the
question. And her breath seemed short when she answered. ""No. Never.""
""Did he ever have intercourse with you? Have you ever had intercourse with
your father?"" Grace looked horrified. She was coming too close, much too close. She hated this woman. What was she trying to do?",malice_4_30
340849_10_56,"Even

for Grace, going to St. Mary's every week was like a light shining in the
darkness. It was a place where souls were restored, and people were made whole
again, as whole as they ever would be. Just helping them helped her. It made her whole life worth something just to go
there. She had volunteered for three shifts a week of seven hours each, which
was a tremendous commitment. But it was a place where Grace felt at peace
herself, and where she could bring peace to others. The women there had experienced many of the same things she had, and so had
the children. There were pregnant fourteen-year-olds who had been raped by
their fathers or brothers or uncles, seven-year-olds with glazed eyes, and women
who didn't believe they would ever be free again. They were the victims of violence, and most of the time of abusive husbands. Many of them had been abused as children, too, and they were continuing to
perpetuate the cycle for their own children, but they had no idea how to break it.",malice_10_56
330562_15_11,"It was something I noticed Len
Fenerman did too. When he was off duty he would note the
young girls and elderly women and every other female in the rainbow in between and count them among the things that sustained
him. That young girl in the mall whose pale legs had grown too

Alice Sebold

long for her now-too-young dress and who had an aching vulnerability that went straight to both Len’s and my own heart. Elderly
women, wobbling with walkers, who insisted on dyeing their hair
unnatural versions of the colors they had in youth. Middle-aged
single mothers racing around in grocery stores while their children pulled bags of candy off the shelves. When I saw them, I
took count. Living, breathing women. Sometimes I saw the
wounded — those who had been beaten by husbands or raped by
strangers, children raped by their fathers — and I would wish to
intervene somehow. Len saw these wounded women all the time. They were regulars at the station, but even when he went somewhere outside his
jurisdiction he could sense them when they came near.",The_Lovely_Bones_15_11
37865_71_2,"It smelled like clay mixed
with oil and made him think of an eyeless, mouthless demon called the
Golem, a clay man that renegade Jews were supposed to have raised in the
Middle Ages to save them from the goyim who robbed them and raped their

women and then sent them packing. Mike thought of the dry smell of
feathers in a dead nest. When they finally reached the end of the narrow pipe, they slithered like
eels down the curved surface of another which ran at an oblique angle to the
one they had been in, and found they could stand up again. Bill felt the
heads of the matches left in the book. Four. His mouth tightened and he
resolved not to tell the others how close they were to the end of their light ...
not unless he absolutely had to. “Huh-Huh-How you g-g-guys d-doin?”
They murmured replies, and he nodded in the dark. No panic, and no
tears since Stan’s. That was good. He felt for their hands and they stood
together in the dark that way for awhile, both taking and giving from the
touch.",It_71_2
223085_20_4,"After a moment, the man asked quietly, ‘Where did you learn to be
this way? I know the Ludlucks. They’re hard folk, tight with a coin and
ruthless in a bargain. But they’re decent. The Ludlucks I’ve known didn’t
have rape or murder in them. Where does it come from in you?’
‘Perhaps the Ludlucks I knew weren’t so fastidious. I’ve known rape and
murder aplenty, Brashen, right on my deck where you’re standing.’ And
perhaps I am more than a thing shaped by the Ludlucks. Perhaps I had form
and substance long before a Ludluck set a hand to my wheel. Brashen was silent. The storm was rising.",Liveship_Ship_of_Destiny_20_4
917330_29_51,"“That’s right. The plan was to visit the archive and then go to Stockholm,” Blomkvist said. “I didn’t know she stayed
there so long.”
“Stop all this crap, Mikael. The archives manager rang to tell me that Dirch had let the girl stay there as late as she
liked. Which means she’ll certainly be home. The night watchman is going to call me when she leaves.”

PART 4

Hostile Takeover
JULY 11 TO DECEMBER 30
Ninety-two percent of women in Sweden who have
been subjected to sexual assault have not reported
the most recent violent incident to the police. CHAPTER 24
Friday, July 11–
Saturday, July 12
Martin Vanger bent down and went through Mikael’s pockets. He took the key. “Smart of you to change the lock,” he said. “I’m going to take care of your girlfriend when she gets back.”
Blomkvist reminded himself that Martin was a negotiator experienced from many industrial battles.",The_Girl_With_The_Dragon_Tattoo_29_51
565747_6_66,"Yet now I felt I was being upheld to an impossible standard of purity,
worried that failing to meet it would justify Brock raping me. His attorney
would simplify, generalize, and mislabel my history. In other blackouts, I was responsible for acting a fool. But waking up to
an empty McDonald’s bag and crumbs on my chest was different than
waking up with dried blood and clothes missing. In the obscurity of the
blackout lived a pivotal difference. Rape required inflicting harm on
somebody. The moment I was violently dragged into his story, my story

stopped. When I was finally out of his hands, or rather when his hands
slipped out of me, I was released back into my life. But it was during that
brief passing over, that period where he took the reins, where I lost
everything. • • •
I began showing up to work later and later, sometimes coming in at noon
with no explanation.",Know_My_Name_6_66
876008_18_33,"You know what that gift was?” She tipped her
head toward Mad. “You.”

Madeline rolled her eyes slightly. This was the sort of thing adults said
when they were trying to paper over something darker. She’d once heard
Wakely tell a librarian that although her cousin, Joyce, had died—dropped
dead in the middle of the A&P clutching her heart—Joyce had not suffered. Really? Did anyone ask Joyce? “And then what happened?”
What happened? Frask thought. Well, I spread vicious rumors about
your mother, which culminated in her firing, which led directly to her state
of penury, which led to an eventual return to Hastings, which led to your
mother screaming at me in the women’s bathroom, which led to the
discovery that we’d both been sexually assaulted, which led to our inability
to get our PhDs, which led to unfulfilling careers in a company led by a
handful of incompetent assholes. That’s what happened.",Lessons_in_Chemistry_18_33
565747_15_6,"I rubbed it beneath my bloated eyes, smelled the
earthy pulp. I rinsed my mouth, draining my head of mucus, spitting,
blowing my nose. Looking in the mirror, a small laugh tumbled out of me. I realized this was it, rock bottom, I was touching the bottom. It could
not get any worse. I was standing in a ratty bathroom with single-ply toilet
paper in the middle of my rape trial. My dignity had diminished, my
composure gone to shit. Everything I feared would happen happened, was
happening. Now there was nothing to do but slowly crawl back out. When
Myers opened the door, the compass in my body led me back to my seat.",Know_My_Name_15_6
917330_15_49,"Only later did she find

out that “Reclaim the Streets” was holding a demonstration farther down the road. Visiting the offices of those visor-clad brutes to file a report against Nils Bjurman for sexual assault did not even
cross her mind. And besides—what was she supposed to report? Bjurman had touched her breasts. Any officer would
take one look at her and conclude that with her miniature boobs, that was highly unlikely. And if it had actually
happened, she should be proud that someone had even bothered. And the part about sucking his dick—it was, as he
had warned her, her word against his, and generally in her experience the words of other people weighed more heavily
than hers. The police were not an option. She left Bjurman’s office and went home, took a shower, ate two sandwiches with cheese and pickles, and then sat
on the worn-out sofa in the living room to think. An ordinary person might have felt that her lack of reaction had shifted the blame to her—it might have been another
sign that she was so abnormal that even rape could evoke no adequate emotional response.",The_Girl_With_The_Dragon_Tattoo_15_49
339707_11_70,"Many people had
adopted French or English names by that time, too, or had been baptized
and received thereby the name of a Catholic saint. It was my mother’s task
to parse the ever more complicated branching and interbranching tangle of
each bloodline. Through the generations, we have become an impenetrable
undergrowth of names and liaisons. At the tip of each branch of course the
children are found, those newly enrolled by their parents, or often a single
mother or father, with a named parent on the blank whose identity if known
might shake the branches of the other trees. Children of incest, molestation,
rape, adultery, fornication beyond reservation boundaries or within, children

of white farmers, bankers, nuns, BIA superintendents, police, and priests. My mother kept her files locked in a safe. No one else knew the
combination of the safe and there was now a backlog of tribal enrollment
applications piled up at her office. Special Agent Bjerke was in our kitchen the next morning to approach the
problem of questioning my mother about the particular file. Would it help if we had a woman? To talk?",The_Round_House_11_70
340849_11_28,"Watch it. I don't trust him.""
""That's nonsense. He told me all about that. She was sixteen and she looked
twenty-five. And according to Marcus, she practically raped him.""
Marcus had told her she had practically torn his clothes off: It had been four
years earlier and he had been naive and foolish. And he had seemed genuinely
embarrassed when he told her. ""She was thirteen, and her father tried to have him put in jail,""
Marjorie said sternly. She didn't like stories like that. There were lots of stories
of abuse of young models. ""Supposedly, Marcus bought his way out of it.",malice_11_28
223085_21_95,"Ronica had had a gift for sorting
out such things. And a gift for making her think. Ronica’s words kept coming back to her. She could be shaped by her past without being trapped by it. At one time, she
had considered those words only in light of her rape. Now she leaned back in
her chair and opened her mind to a wider interpretation. Satrap’s Companion. Must that determine her future? Or could she set it aside and become a
woman of Bingtown, standing independent? ‘I hate to rush you,’ Grag apologized as he entered Reyn’s guest chamber with
an armload of clothes.",Liveship_Ship_of_Destiny_21_95
565747_6_6,"I had spent two
weeks pumping my wings, keeping a calm face, to protect my flock from
brutal conditions. But resilience required rest. For the next eight months I
was going to fall back. The most important thing to remember was that to
be at the rear, to be slower, did not mean you were not a leader. The next day, a lemon pie sat on the counter next to a note. In the hushed
hours of morning while I’d been sleeping, my dad had picked lemons from
the backyard, boiled sugar and eggs over the stove, pressed fingertips into
crust along the edge, sprinkled powdered sugar on top. I brought it into
work to share. I sat at my desk with my yellow slice and opened my
browser. Stanford swimmer denies alleged rape. I almost choked, felt I’d been
slapped hard in the chest.",Know_My_Name_6_6
565747_6_57,"It scared me the way he looked at me so

intensely. I watched him adding it up in his head, clicking his laptop shut,
climbing onto the bed. We sat inside a mass of silence. Were you raped?The
way he said it out loud, the bluntness of it, shocked me, the words too
strong. I shook my head. I don’t remember. He laid back in the pillows, staring straight ahead, somewhere distant. What happened, he asked. Nothing, I said. That’s not nothing, he said.",Know_My_Name_6_57
630140_24_12,"She stopped screaming and looked at him. She made a flicking gesture
with her hand, as if he was a bothersome fly. “You better stop,” he said, “or I really will leave you.”
She only looked at him. He couldn’t meet her eyes and so dropped his
gaze, hating her for making him do that. “All right,” he said, “have a good time getting raped and murdered.”
He shouldered the rifle and started off again, now angling left toward the
car-packed 495 entrance ramp, sloping down toward the tunnel’s mouth. At
the foot of the ramp he saw there had been one hell of a crash; a man
driving a Mayflower moving van had tried to butt his way into the main
traffic flow and cars were scattered around the van like bowling pins. A
burned-out Pinto lay almost beneath the van’s body. The van’s driver hung
halfway out of the cab window, head down, arms dangling. There was a fan
of dried blood and puke sprayed out below him on the door. Larry looked around, sure he would see her walking toward him or
standing and accusing him with her eyes.",The_Stand_24_12
340849_13_11,"She didn't even waste time putting her bra on. She felt too sick to
worry about it. Her head was both pounding and reeling. ""I can't explain it, that's all,"" she said in answer to his accusations. She was too sick to discuss it, and she kept having the feeling that something

terrible had happened. She remembered kissing him, and his saying things to her, and for some reason
she remembered lying there with him, but she couldn't remember anything else. She kept hoping it was all a nightmare induced by too much wine on an empty
stomach. She kept having flashes of him tantalizing her with his body. But she
had no memory of his raping her. And she was almost certain that he hadn't.",malice_13_11
223085_51_37,"‘Kennit raped me. He kept coming into my
room, pretending kindness and kissing me, and then…And my ship, he’s been
holding my ship down under where she couldn’t see or feel the wind…’
Jek looked at Wintrow over Althea’s bent head, horrified at her friend’s
rambling state. ‘You’ll be all right now,’ she said faintly. Her eyes were
uncertain. ‘Vivacia is asking for you, right now,’ Wintrow told her hastily. It was the
most comforting thing he could think to say. ‘She wants you to come to her
right away.’
‘My ship,’ Althea half-sobbed. She staggered free of Jek’s embrace and
careened down the hallway. ‘What’s wrong with her?’ Jek demanded of Wintrow. Cold fury was in her
eyes.",Liveship_Ship_of_Destiny_51_37
573619_14_26,"Jane rebels
against Rochester’s narrative of her inhumanity, especially in her famous
line: “I am no bird; and no net ensnares me: I am a free human being with
an independent will.” But at the end of the story, reader, she marries him,
and at their romantic reunion he still asks if she is just a ghostly apparition;
he still does not believe in her full humanity. As a child who was experiencing abuse from my father, I could already
recognize the cycle of abuse, and I knew that it would be all too easy for
Rochester to come to despise the new bride that he idolizes in that moment. I already knew how dangerous the stories men tell about women can be. The stories women tell ourselves about the men we love can be
dangerous, too. I refused to see the abuse in my life, several times over,
because I loved my abusers; when I trained as a rape crisis counselor, I saw
many survivors do the same thing. Sometimes survivors refuse to
acknowledge their own pain out of love for those who hurt them. All too
often, the people around them refuse to believe them, because of that same
love. Jane Eyre, of course, is one of the most iconic stories about a woman told
by a woman. I’ve had more writer’s block for this book than any of my
others, purely because I kept getting offended by my own
presumptuousness. Several of the friends I respect the most count Mr.
Rochester among their all-time literary loves.",Reader_I_Murdered_Him_14_26
565747_13_86,"How could you see this
headline and keep walking? We’d deadened to the severity, too familiar a
story. But this story was not old to me yet. A word came to my mind, another. I remember, after learning of the
third suicide at school, people shook their heads in resignation, I can’t
believe there’s been another. The shock had dimmed. No longer a bang, but
an ache. If kids getting killed by trains became normalized, anything could. This was no longer a fight against my rapist, it was a fight to be
humanized. I had to hold on to my story, figure out how to make myself
heard.",Know_My_Name_13_86
340849_13_29,"It's kind of embarrassing, but you ought to know. Maybe he just played around a little bit, or he could have done a lot worse while
you were out cold. At least you should know it.""
""I think I'd remember ... I remember being scared and telling him not to.""
""So does every rape victim in the world. It doesn't stop anyone if they don't want
to stop. Wouldn't you feel better knowing for sure? And if he did rape you, you could press charges."" And then what? Start the nightmare all over again? She dreaded that, dreaded the attention, the
stories in the news. Secretary accuses fashion photographer of rape ... . he says
she wanted it, posed for nude photographs ... the very thought of it made her skin
crawl.",malice_13_29
223085_51_1,"Her wild accusations of rape and strange talk of a buried ship
stirred deep fears for her sanity. He should never have let Kennit prevent him
from seeing her. The isolation had not rested her, but had left her alone with
her grief. How could he have been so stupid? But Etta wept on, and he could not leave her. Why had Althea’s crazed
words affected Etta like this? Then the answer came to him: She was
pregnant. Women always behaved strangely when they were pregnant. He felt
almost giddy with relief. He put his arm around her and spoke by her ear.",Liveship_Ship_of_Destiny_51_1
281771_8_27,"But as I put it in her hand I saw she had put on a Black leather
glove, the ﬁngers of which were traced with small emeralds. She
bid me turn around and part my legs and show her my anus. I
obeyed at once, and immediately felt the shock of those leather
sheathed ﬁngers opening my anus. ""As I told you, I had been raped and washed out repeatedly by
my crude captors in the kitchen. Yet this was a new exposure to me,
to be opened thus by her, and so simply and thoughtlessly, without
the violence of rape. It made me feel softened with love and weak
and totally her possession. At once I realized she was forcing the
gold ball which I had retrieved into my anus. And now she
instructed me that I was to hold it inside me, unless I wanted her
ﬁerce displeasure. ""I had no to fetch another. The paddle came at me quickly.",The_Claiming_of_Sleeping_Beauty_8_27
630140_63_24,"A low moan came from her. “Larry, if you knew—”
“Well, I don’t. Why don’t you try telling me instead of … of raping me?”
“Rape!” she repeated, laughing shrilly. “Oh, that’s funny! Oh, what you
said! Me! Rape you! Oh, Larry!”

“Whatever you want from me, you could have had. You could have had it
last week, or the week before. The week before that I asked you to take it.",The_Stand_63_24
131302_8_5,"You didn’t do anything
—” She raised her hand when she saw him about to interrupt. “Nothing you
could’ve done deserves this.”
Kihrin reached for his wine cup with unsteady hands. “You talk like that
demon raped me.”
Morea blinked. “Didn’t he? I assumed—”
Kihrin flinched, and almost dropped the cup. He set it down awkwardly
on the table and drew his legs up onto the chair, so his arms wrapped

around his thighs, his head resting on his knees. He hugged himself and
trembled. Morea stretched a hand toward him. “Don’t touch me,” he said with a muffled voice. “Please don’t.",The_Ruin_of_Kings_8_5
37865_58_29,"The other members of the Board are the descendants of the lumber
barons. Their support of the library is an act of inherited expiation: they
raped the woods and now care for these books the way a libertine might
decide, in his middle age, to provide for the gaily gotten bastards of his
youth. It was their grandfathers and great-grandfathers who actually spread
the legs of the forests north of Derry and Bangor and raped those greengowned virgins with their axes and peaveys. They cut and slashed and striptimbered and never looked back. They tore the hymen of those great forests
open when Grover Cleveland was President and had pretty well finished the
job by the time Woodrow Wilson had his stroke. These lace-ruffled ruffians
raped the great woods, impregnated them with a litter of slash and junk
spruce, and changed Derry from a sleepy little ship-building town into a
booming honky-tonk where the ginmills never closed and the whores turned
tricks all night long. One old campaigner, Egbert Thoroughgood, now
ninety-three, told me of taking a slat-thin prostitute in a crib on Baker Street
(a street which no longer exists; middle-class apartment housing stands
quietly where Baker Street once boiled and brawled). “I only realized after I spent m‘spunk in her that she was laying in a pool
of jizzum maybe an inch deep. Stuff had just about gone to jelly. ‘Girl,’ I
says, ‘ain’t you never cared for y‘self?’ She looks down and says, ‘I’ll put
on a new sheet if you want to go again.",It_58_29
565747_21_52,"Philando’s officer had testified, I thought, I was gonna die, and I thought
if he’s, if he has the, the guts and the audacity to smoke marijuana in front
of the five-year-old girl and risk her lungs and risk her life by giving her
secondhand smoke and the front seat passenger doing the same thing, then
what, what care does he give about me? In his testimony, I heard the
familiar expectation that a victim be flawless, in order to be worthy of life. The audacity to smoke marijuana provided sufficient reason to die. The
defense calling me a party animal meant I, too, deserved to be raped. Brock had written in his statement: Coming from a small town in Ohio, I
had never really experienced celebrating or partying that involved alcohol. A search warrant was obtained for Brock’s phone, uncovering texts the
summer before college, photos of him drinking liquor, smoking from a pipe,
a bong: Do you think I could buy some wax so we could do some dabs? Dabs being a highly concentrated form of cannabis. Oh dude I did acid with
Kristian last week. Texts from friends, I’ve got a hankerin for a good acid
trip. I’m down for sure.",Know_My_Name_21_52
340849_15_11,"You touch me, and you'll be doing time for rape, and don't think I wouldn't do it. Now don't ever come near me again."" She flung him away from her, and he

watched without a word, as she grabbed her bag and strode out of his office,
banging the door hard behind her. It was over. It was all history. The moment
Molly had promised her years ago had come. Her life was her own now. Chapter 9. Leaving Marjorie was hard for Grace, she was the | only friend Grace really had. And leaving the people at St. Mary's was sad too. Paul Weinberg wished her
luck, and told her that he was getting married over Christmas.",malice_15_11
565747_21_9,"Sexual assault is stealing. One-sided wants,
the feeling of overriding the other. Real sex was meant to be exchange, the
power shifting back and forth, responsive and fluid and playful. The
pleasure of paying attention, actively engaging with your partner. DA: So the answer to my question is, you didn’t think about her? Brock: I think it was impossible for me to think about her. The pivotal question throughout the trial was whether or not consent was
issued. Yes or no. We act as if there is a single traffic light, red or green. But
sex is a road lined with intersections, which way to go, when to slow down,
to yield, to stop, to speed up.",Know_My_Name_21_9
565747_13_9,"Heads turned
as I came in, I didn’t know where to put my gaze. I switched the blue
wiener dog to my left hand, so I could raise my right hand to be sworn in. I
said, I do. Words I thought I’d speak first at my wedding, not my rape trial. I felt the eyes taking me in. I wondered if they were surprised I was Asian,
if I looked like a woman, or a girl, if I appeared mundane, less pretty than
imagined, why didn’t he choose someone better looking, stop, what are you
thinking, be quiet. As I stepped toward the witness stand I wanted to keep
walking and walking, but when I touched the back of my chair, I sat to face
forward, here I am. I was told to make myself comfortable. I did not understand what that
meant; I tried lifting my chair to scoot it forward, everyone watching as I
thrust haltingly forward an inch or two. Alaleh reminded me to speak loudly
and clearly.",Know_My_Name_13_9
223085_52_40,"Anger could be focused
outward. Grief corroded from within. She could not let the matter go. The rape made no sense, served no logic. She could not argue with that. It was the act of a mad man, but civil and
shrewd Captain Kennit was certainly not mad. So what had happened? Images of Devon and Keffria were mixed with her memories of the attack. Could it have been what he said, a twisted poppy-induced dream? The ship
had tried to placate her by suggesting that perhaps it had been some other
crewman.",Liveship_Ship_of_Destiny_52_40
340849_4_83,"She had already given up everything, all hope, even her own life
seemed unimportant to her. And Molly wanted to change it. ""She's sane,"" Molly confirmed to him, ""deeply depressed and not without
neurosis, but I think for good reason. I think he was abusing her, sexually and
otherwise."" She described the kind of internal damage and bruises they had
found, and her state of mind when Molly saw her. ""She swears he never touched her. I don't believe her. I think he raped her that
night, and I think he'd done it before, maybe even for a long time, and maybe
without her mother there, she'd lost her only protection and she panicked. He did
it again, and this time she lost it and shot him. He had to be right on top of her for her to shoot him at that range. Think of it, if he'd been lying on top of her, raping her, and she had the gun, it
would have been just that kind of range when she shot him.""
""Has anyone else thought of that?"" He was intrigued now.",malice_4_83
339707_30_9,"Afterword

This book is set in 1988, but the tangle of laws that hinder prosecution of
rape cases on many reservations still exists. “Maze of Injustice,” a 2009
report by Amnesty International, included the following statistics: 1 in 3
Native women will be raped in her lifetime (and that figure is certainly
higher as Native women often do not report rape); 86 percent of rapes and
sexual assaults upon Native women are perpetrated by non-Native men; few
are prosecuted. In 2010, then North Dakota senator Byron Dorgan
sponsored the Tribal Law and Order Act. In signing the act into law,
President Barack Obama called the situation “an assault on our national
conscience.” The organizations highlighted in boldface below are working
to restore sovereign justice and ensure safety for Native women. Thank you to the many people who advised me as I wrote this book: Betty
Laverdure, former tribal judge, Turtle Mountain Reservation; Paul Day,
Gitchi Makwa, former tribal judge, Mille Lacs, and executive director of

Anishinabe Legal Services; Betty Day, wisdom keeper and doulah; Peter
Meyers, Psy.D., forensic psychologist; Terri Yellowhammer, former child
welfare consultant for the state of Minnesota, and technical assistance
specialist and associate judge for White Earth Ojibwe; N. Bruce Duthu,
Dartmouth College, author of American Indians and the Law; the members
of Professor Duthu’s Native American Law and Literature class; the
Montgomery Fellow Program at Dartmouth College, and Richard
Stammelman; Philomena Kebec, staff attorney for the Bad River Band of
Lake Superior Chippewa Indians; Tore Mowatt Larssen, attorney; Lucy
Rain Simpson, Indian Law Resource Center; Ralph David Erdrich, R.N.,
Indian Health Service, Sisseton, South Dakota; Angela Erdrich, M.D.,
Indian Health Board, Minneapolis; Sandeep Patel, M.D., Indian Health
Service, Belcourt, North Dakota; Walter R. Echo-hawk, author of In the
Courts of the Conqueror: The Ten Worst Indian Law Cases Ever Decided;
Suzanne Koepplinger, executive director of Minnesota Indian Women’s
Resource Center, who gave me the report she coauthored with Alexandra
“Sandi” Pierce, “Shattered Hearts: The Commercial and Sexual
Exploitation of American Indian Women and Girls in Minnesota”; Darrell
Emmel, TNG consultant; my copy editor, Trent Duffy; Terry Karten, my
editor at HarperCollins; Brenda J. Child, historian and chair of the
American Indian Studies Department at the University of Minnesota; Lisa
Brunner, executive director of Sacred Spirits First Nation Coalition; and
Carly Bad Heart Bull, attorney. Additional thanks are due to Memegwesi;
chi-miigwech to Professor John Borrows, whose most recent book,
Drawing Out Law: A Spirit’s Guide, helped greatly in my understanding the
process of wiindigoo law, as did Hadley Louise Friedland’s 2010 thesis
“The Wetiko (Windigo) Legal Principles: Responding to Harmful People in
Cree, Anishinabek and Saulteaux Societies.”

My cousin Darrell Gourneau, who died in 2011, gave his eagle feather, his
songs, and his hunting stories. His mother, my aunt Dolores Gourneau, gave
me his quilt for my writing chair.",The_Round_House_30_9
630140_45_19,"Dayna and Damon had begun
to privately discuss the possibility of slipping away from Rich some night,
and had begun to believe that their own dreams were the result of Rich
Darliss’s powerful delusion. In Williamstown, they had come around a curve in the highway to
discover a large dump-truck lying on its side in the middle of the road. There was a station wagon and a wrecker parked nearby. “We assumed it was just another smashup,” Dayna said, crumbling a
graham cracker nervously between her fingers, “which was, of course,
exactly what we were supposed to think.”
They got off their cycles in order to trundle them around the dump-truck,
and that was when the four hardcases—to use Rich’s word—opened up
from the ditch. They had murdered Rich and Damon and had taken Dayna
prisoner. She was the fourth addition to what they sometimes called “the
zoo” and sometimes “the harem.” One of the others had been the muttering
Shirley Hammet, who at that time had still been almost normal, although
she had been repeatedly raped, sodomized, and forced to perform fellatio on
all four. “And once,” Dayna said, “when she couldn’t hold on until it was
time for one of them to take her into the bushes, Ronnie wiped her ass with
a handful of barbed wire. She bled from her rectum for three days.”
“Jesus Christ,” Stu said. “Which one was he?”
“The man with the shotgun,” Susan Stern said. “The one I brained.",The_Stand_45_19
565747_2_6,"He said, So now we just have to make sure that this is the right person,
so was this the person that was doing something to you, or trying to do
something to you? Um, but someone was acting really hinky around you. Hinky. I’m trying to be cautious to say that this person is the person. According to the penal code, we can arrest someone based on probable
cause, since rape is a felony, we can arrest someone based on probable
cause to believe that a felony occurred. Even if it didn’t occur. There was subtext that something grave had happened, but every
sentence was capped off with an alternate scenario where I was left
untouched. Even if it didn’t occur. Doing or trying. Hopefully nothing.",Know_My_Name_2_6
565747_20_10,"A man from Australia told me he was
weeping on his porch at three in the morning. For days I was sitting in my
room with my laptop next to a crusty bowl of conjee, in tears. Every
message was pushing me closer to a space in which I was beginning to see
myself more clearly. One of Brock’s former high school classmates, AJ, wrote a post: Finally,
I just want to make a statement for myself. Before all of this, I knew I’d
never forget you. Over 8 years ago, you called me a fag and formulated
opinions about me before knowing who I was. Look where we are now. The
“fag” I am knows how to treat humans, wherever they may fall on the
gender spectrum, with dignity and respect, and you are the face of sexual
assault in the United States of America. I drove to meet Alaleh at the courthouse. She had a sign taped to her
door: #BeTheSwede.",Know_My_Name_20_10
340849_13_31,"""That's something at least."" So all she had to worry about was the pictures. And
what Marjorie had said was reassuring. Even if he had taken pictures of her that
were compromising, if she was recognizable, he couldn't use them without a
release, and if she wasn't, who cared. And with any luck at all, he'd give back the pictures. It was still disgusting to
think he'd taken them if he had, but she was beginning to think he had just staged
the whole thing to punish her for balking at sleeping with him. But the drugs
hadn't helped, they had only made her more frightened ...""Grace, have you ever
been raped?"" the doctor asked, but she already knew the answer when Grace
nodded. ""How old were you?""
""Thirteen ... fourteen ... fifteen ... sixteen ... eventeen ..."" The doctor wasn't sure
what she meant at first. ""You were raped four times?"" That was certainly unusual. Maybe she'd had psychological problems that had led her to put herself at risk
repeatedly, but Grace shook her head with a woeful expression. ""No. I was raped pretty much every day for four years ... by my father ...""
There was a long moment of silence as the doctor absorbed it.",malice_13_31
